"chr","start","end","width","nCpGs","minFDR","Stouffer","maxdiff","meandiff","overlapping_genes"
"chr1",2073197,2074700,1504,15,8.83313812403556e-07,7.93573415863994e-08,0.00802618714135567,0.00559393464306044,"PRKCZ"
"chr1",84997681,84999073,1393,8,9.02154664974512e-07,5.31411188572969e-05,0.00938039358039512,0.00268380098098423,""
"chr20",5316297,5316937,641,5,9.09968894317959e-07,3.37795531767074e-06,0.00580649052445438,0.00364726214773752,"PROKR2"
"chr14",33704769,33705557,789,3,9.12705154860099e-07,0.000224964049801747,-0.0069180251211413,-0.00466019714232057,"NPAS3"
"chr14",38255050,38255740,691,5,9.48406896309784e-07,0.000289562755832087,0.00933019174477685,0.0058897310906319,"CLEC14A"
"chr2",70257395,70257482,88,3,9.58848770281489e-07,2.91474872075448e-05,0.00834138066302252,0.00644583585435237,"PCYOX1"
"chr19",40285751,40286706,956,5,9.63596046496676e-07,0.00750276380935469,0.00725398241055645,0.00286209083731727,""
"chr16",73565419,73566157,739,3,9.64772371382665e-07,0.00102652383058503,-0.0101921940019284,-0.00625312852754668,"AC092114.1, ZFHX3"
"chr8",61287074,61288130,1057,8,9.75076568749901e-07,3.20760686352785e-05,0.00663553273683456,0.00237646843634258,"CLVS1, AC023866.2"
"chr4",173521633,173523156,1524,9,9.77705376310587e-07,3.35443030683418e-05,0.00776000953422506,0.0034025971208256,""
"chr2",222311448,222313023,1576,13,9.79997730159091e-07,0.00368681725891378,0.0109163500547033,0.00382463683980855,""
"chr7",20784362,20787102,2741,16,9.96004179548056e-07,0.000442570808161943,0.00766196625097743,0.00200992107285749,"SP8"
"chr14",105469963,105470630,668,6,9.99282542975417e-07,5.25503568775177e-05,-0.00666222212189956,-0.00448017844419366,"MTA1, AL928654.2"
"chr14",90061034,90062526,1493,13,1.01784503768038e-06,2.64107343700835e-05,0.00390535419351013,0.0015712780284795,"KCNK13"
"chr11",1481635,1482313,679,6,1.05628350726995e-06,0.000164476139291378,-0.00574900614214026,-0.00281907729929658,"MOB2"
"chr2",215917699,215919743,2045,6,1.12107011180918e-06,3.43689733329534e-05,-0.00848494827661344,-0.00483804753272552,""
"chr12",65120693,65122222,1530,13,1.12211371554732e-06,4.32716811403756e-05,0.00561788038517727,0.00276686090143776,"WIF1"
"chr13",113860070,113861259,1190,12,1.13166654064314e-06,2.04865483583543e-07,-0.0058850802987349,-0.00323382335461291,"GAS6"
"chr2",228181242,228182394,1153,12,1.13803541057206e-06,0.000477967601029795,0.00505927529789052,0.00202541192493976,"SPHKAP"
"chr6",135196877,135197697,821,4,1.14218278203951e-06,0.000219036667464259,-0.00913114542731172,-0.00498149171037309,"MYB"
"chr19",4338143,4339220,1078,9,1.1481534197485e-06,3.92667131851435e-06,-0.00887395135694173,-0.00491399070303125,"STAP2"
"chr6",27630727,27631873,1147,6,1.1542051111569e-06,0.00286292837754707,0.00754879128966755,0.00325869727177446,""
"chr18",68722183,68722210,28,2,1.15893651997558e-06,3.04837713224134e-05,-0.0110402597133478,-0.0102894140476247,"CCDC102B"
"chr5",71718582,71719605,1024,15,1.17143718695841e-06,3.9614558275366e-06,0.00576257586506286,0.0019697398779282,"CARTPT"
"chr12",9869456,9870493,1038,10,1.18472333633123e-06,7.22875457054961e-06,-0.00748549111738292,-0.00410499421538948,"AC091814.1, CLEC2B"
"chr3",150248549,150249117,569,3,1.20685069963927e-06,7.98095495392306e-05,-0.0101154076188463,-0.0061746531099153,""
"chr10",103515373,103516301,929,3,1.2493469232135e-06,0.000273024833500692,-0.0117418192091191,-0.00634461749294476,"NEURL1, NEURL1-AS1"
"chr10",23172372,23174817,2446,11,1.25133788252316e-06,0.00119719897227486,0.0066432737483338,0.00261257382982774,""
"chr4",37243217,37244095,879,7,1.27167478578757e-06,0.032781592865203,0.00937547593340642,0.00290813756751808,""
"chr20",45254349,45255578,1230,8,1.27366676010358e-06,1.65964172950008e-06,-0.00933645484994199,-0.00605757990745155,"SLPI"
"chr12",6392744,6392794,51,3,1.29665573022093e-06,1.60089827269994e-05,-0.00818012696681893,-0.00616439587149083,""
"chr13",73054810,73055018,209,3,1.30924886493693e-06,7.77431383064122e-06,-0.00852147448162851,-0.00824069683504783,"KLF5"
"chr19",4326126,4327353,1228,4,1.33114289336315e-06,4.39650927453343e-06,0.00845538421664126,0.00639958214739586,"STAP2"
"chr11",17544197,17545225,1029,12,1.33183581426802e-06,6.46722558768354e-05,0.00752388833696524,0.00402765441159812,"USH1C"
"chr1",90716571,90718944,2374,18,1.41092717725377e-06,6.00744438985538e-06,0.00724551174740897,0.00257218712402716,"BARHL2"
"chr6",149484460,149485596,1137,13,1.4174372021229e-06,8.62027405863059e-05,-0.0108517529854979,-0.0048836649890636,"ZC3H12D"
"chr8",74274298,74274571,274,2,1.437060557567e-06,5.07707908815591e-05,-0.00836068541509582,-0.00773766806515585,"JPH1"
"chr4",154742684,154744680,1997,16,1.43724374439937e-06,4.89953659085419e-06,0.00668139543456335,0.0025625383655699,"LRAT"
"chr19",45233753,45234857,1105,11,1.43724374439937e-06,0.0001669271059328,0.00747548941446193,0.00367113585605271,"MARK4, EXOC3L2"
"chr11",70826260,70827151,892,9,1.44329595766152e-06,8.8414467545997e-07,0.00378779622548268,0.00262151825694419,"SHANK2"
"chr9",129278536,129279075,540,3,1.45209469287114e-06,0.00111134637197298,-0.00578964684936587,-0.000149619686260177,""
"chr10",96271368,96272207,840,6,1.46797990147277e-06,0.000184129169527279,-0.00987042911514764,-0.00469669049066483,"BLNK"
"chr12",94675196,94675924,729,2,1.50581826776675e-06,0.00865406384319066,-0.00977067533909778,-0.00472531700563587,""
"chr15",29268711,29269297,587,2,1.55406353571741e-06,0.0169867363174944,0.00938938042372505,0.00470879444158959,"FAM189A1, NSMCE3"
"chr6",88166525,88167694,1170,7,1.60219233133641e-06,0.000498399355363575,0.0119641295994288,0.00628045290586268,""
"chr12",89354523,89356045,1523,11,1.63088043910566e-06,3.1505410287742e-06,0.00795963593363578,0.00508588712678195,"AC010201.3"
"chr12",85279422,85280916,1495,18,1.63280976417991e-06,7.85351188192574e-08,0.00551071661616816,0.00322033845429702,"ALX1"
"chr11",65442423,65444238,1816,8,1.64288715303566e-06,1.91537733202022e-06,-0.00840820207118522,-0.00507277528630549,"NEAT1"
"chr6",25961661,25963214,1554,10,1.64629428779823e-06,9.80676304227041e-06,-0.0106691094079949,-0.00514709276577033,"TRIM38"
"chr8",69111520,69111647,128,3,1.64675020322525e-06,8.99287810855189e-06,-0.00600024620270367,-0.00402991246006948,""
"chr19",33225352,33227242,1891,11,1.67003316669708e-06,2.13231366649726e-06,0.00820409732521627,0.00315140733673709,"SLC7A10"
"chr2",179272843,179273799,957,6,1.67074318496753e-06,8.25985568355595e-06,-0.00741847545539268,-0.00519683806592199,""
"chr14",59630406,59632416,2011,16,1.67907869143721e-06,5.71539108131459e-08,0.0051244146571862,0.00129393513543346,"RTN1"
"chr16",31215951,31217399,1449,17,1.72593602613261e-06,0.000343680330295785,0.0053548357369445,0.00197792340845568,"TRIM72, PYDC1"
"chr2",46394338,46395582,1245,4,1.75865777973831e-06,5.19300253910616e-05,-0.00767053800545222,-0.00553957207846677,""
"chr3",175957268,175957644,377,2,1.75992787851822e-06,3.95307946454067e-05,-0.00843041434548362,-0.00625505447004238,""
"chr3",54354143,54354796,654,3,1.76187288697879e-06,3.47843420936617e-05,-0.00707468767097022,-0.00668357782939614,"CACNA2D3"
"chr6",137222687,137224161,1475,4,1.78273076872366e-06,3.94459450811166e-06,-0.00976880792323254,-0.00720202456358865,""
"chr5",118561706,118562576,871,6,1.79074415899199e-06,0.000367017312032631,-0.00750544873952096,-0.00437450712266759,"LINC02208"
"chr11",70567714,70568500,787,6,1.83445518257741e-06,5.68631022708314e-05,-0.00990641664083058,-0.00539460335588135,"SHANK2"
"chr15",75817010,75817552,543,4,1.83855056208032e-06,3.29745803865036e-05,-0.0084688565675951,-0.00444713686905756,""
"chr10",100561979,100562937,959,5,1.83956735572446e-06,0.000314841434768319,0.00940921302671503,0.00572511150252891,""
"chr14",100726254,100727095,842,11,1.84515018444037e-06,0.000186460623272826,0.00794372902372703,0.00192555283010231,"DLK1"
"chr8",98942653,98945379,2727,18,1.84964685884462e-06,4.26018158526149e-07,0.00675324643764623,0.00309282233104868,"AC016877.3, OSR2, STK3"
"chr16",23181390,23183412,2023,15,1.85345277313077e-06,0.00224789232807094,0.00691401071632295,0.00145100862816374,"SCNN1G, AC099482.2"
"chr22",50529821,50530423,603,6,1.85367636115016e-06,0.00150500015798593,0.00712113902068361,0.00399689728962455,"TYMP, ODF3B"
"chr10",128047111,128048324,1214,9,1.88538805626169e-06,1.28551480347602e-05,-0.00875815052750685,-0.0052992667988532,"PTPRE"
"chr7",100477630,100478466,837,8,1.88982416361141e-06,3.09079285707213e-06,-0.00586021162455529,-0.00268616332723834,"TSC22D4"
"chr8",17539335,17540070,736,2,1.913404939933e-06,0.00977927663918161,-0.0069065083330733,-0.00311663157690331,"SLC7A2"
"chr3",16056030,16056428,399,2,1.92772179552369e-06,3.47843420936617e-05,-0.0080294345497631,-0.00744874585652889,""
"chr1",23902051,23903608,1558,7,1.93065340438657e-06,0.00137683498658325,0.00400575070842057,0.0014299867225482,"CNR2, BTBD6P1"
"chr7",50303456,50304287,832,6,1.93667504020196e-06,0.0018219827324281,0.00826882393365909,0.0032214995886072,"IKZF1"
"chr11",82906564,82906863,300,2,1.94204791056775e-06,4.14579545312238e-05,-0.00956108626748529,-0.00803665026002146,"DDIAS, PRCP"
"chr3",71061822,71062772,951,3,1.99491677771196e-06,1.62615924483033e-05,-0.00815085379137455,-0.00712363275656207,"FOXP1, AC097634.4"
"chr10",52314118,52315768,1651,11,2.01630252487566e-06,3.44024198537758e-07,0.0086475649963621,0.00389993462448599,"DKK1, PRKG1-AS1"
"chr2",240997427,240997617,191,3,2.01630252487566e-06,1.69074816803945e-05,-0.00827671583180254,-0.00812460827988837,""
"chr6",143163523,143165563,2041,6,2.02475359285031e-06,5.03818879403348e-05,-0.0069630204383735,-0.00397680218377774,"AIG1"
"chr1",243931466,243932113,648,6,2.02520313759522e-06,1.29805827262175e-05,0.00782207860041886,0.00546534016691249,"LINC02774"
"chr2",201257140,201258109,970,11,2.02788248470269e-06,4.56291685610119e-05,-0.00869934855472678,-0.00439568946797843,"CASP8"
"chr18",500817,501513,697,6,2.07265807154502e-06,0.00016025977068859,0.00572445058600023,0.00319375626426719,""
"chr8",8568943,8569182,240,3,2.09316279191844e-06,8.30470957871314e-06,-0.00788194761209002,-0.00693454176931294,"AC114550.1"
"chr22",43862252,43862832,581,11,2.10369210152623e-06,5.35809580955448e-08,0.00643965110383588,0.00474306152156576,"SULT4A1"
"chr1",2193610,2194540,931,9,2.13076446820543e-06,1.25713250262456e-06,0.00738221976194437,0.00366218304117407,"FAAP20"
"chr7",55156513,55158516,2004,13,2.13981324957184e-06,2.95680236481415e-08,-0.00782915437502689,-0.00498138915406875,"EGFR"
"chr6",41502785,41503935,1151,6,2.19148935154006e-06,0.00197671396171654,-0.0049422526333637,-0.00256749322097399,"LINC01276, FOXP4-AS1"
"chr1",230746641,230747806,1166,10,2.19788316446418e-06,0.00184724711593563,-0.00673194991227237,-0.00232316369991522,"CAPN9, AL512328.1"
"chr14",105039726,105039728,3,2,2.21016685711773e-06,4.66922389174004e-05,-0.00720992985267368,-0.00648093271640165,""
"chr12",75209288,75209968,681,9,2.25855794653906e-06,8.00396286538305e-05,0.00986940475275636,0.00308226184820421,"KCNC2"
"chr12",46492551,46493953,1403,4,2.27148311385993e-06,1.95667620661743e-06,-0.00853182862864971,-0.00734563728870283,"AC008014.1"
"chr14",60508754,60511376,2623,18,2.27440421371111e-06,2.6818561261471e-06,0.00835712347748913,0.00413664925384432,"SIX6, C14orf39"
"chr5",123086403,123088396,1994,9,2.30490667642873e-06,4.32559108828197e-08,0.010360019480947,0.00717990473117103,"AC106786.1"
"chr15",78034669,78035098,430,3,2.33250977687782e-06,3.4516273974885e-05,-0.011731320791537,-0.00839267368572652,"TBC1D2B"
"chr19",35040735,35041600,866,5,2.33716247724955e-06,0.000521961704342785,-0.00934275643927803,-0.00553796577478697,"HPN"
"chr17",49971857,49973148,1292,12,2.38118745308117e-06,0.0150319569558672,0.00870011128730012,0.00179066730578407,"DLX4"
"chr8",104466455,104467634,1180,12,2.39179977932141e-06,0.00522673516817132,0.0107883173010214,0.00347425956560322,"DPYS"
"chr6",45419065,45420763,1699,8,2.42875997549478e-06,9.02901207620042e-05,0.00703889834817855,0.00361955072334512,"RUNX2"
"chr17",11241192,11242488,1297,5,2.44105222501197e-06,0.001907723943958,0.00963372621297721,0.00471125548782098,"SHISA6, AC005548.1"
"chr2",239308757,239310075,1319,7,2.45910665102972e-06,1.99809114336804e-07,-0.00822219237519409,-0.00645953178502748,"HDAC4"
"chr2",218607687,218608661,975,6,2.47033850957833e-06,4.50538607454896e-05,-0.00830952339214477,-0.00492419615361763,"PLCD4"
"chr13",33350790,33351519,730,4,2.55308273229503e-06,0.00178823141436972,-0.00909543407270103,-0.00473088447626513,""
"chr17",68598734,68599403,670,2,2.59630589208192e-06,0.0002353175170226,-0.0078396309496778,-0.00607636953332375,"LINC01482, FAM20A"
"chr11",43546790,43548005,1216,5,2.60750902235953e-06,0.000464849903100555,0.00718765013025022,0.00250748502847494,""
"chr9",135714965,135715461,497,2,2.63785201462216e-06,0.0275834669256203,0.0102703314058615,0.00511943024223847,"KCNT1"
"chr11",59555597,59557513,1917,14,2.68309294290326e-06,1.2036654642639e-05,0.00942157885992018,0.00355395617402857,"AP003778.1"
"chr17",64230427,64231933,1507,7,2.70589820067559e-06,0.000176051950320014,-0.00859903949027345,-0.00360150522725837,"TEX2"
"chr1",226675206,226676363,1158,6,2.73242107159506e-06,1.10380280911632e-05,-0.00893734647136509,-0.00590932942315818,"ITPKB-AS1, ITPKB"
"chr20",49669748,49670162,415,2,2.73493907905814e-06,8.05783443158493e-05,-0.0101977807590752,-0.0100464536152945,"B4GALT5"
"chr9",137138234,137139621,1388,8,2.7410175700586e-06,0.000140559429310295,0.00886889054960032,0.00382655470122396,"GRIN1"
"chr12",32107442,32108248,807,6,2.7410175700586e-06,2.27875492857228e-06,0.00833731003048525,0.00551938530000778,"BICD1, AC048344.1"
"chr8",96327310,96328392,1083,7,2.7984591393216e-06,0.000452879564394111,0.00715041659039611,0.00410016323725712,"PTDSS1"
"chr10",121526611,121527835,1225,5,2.80825578811973e-06,3.89839034563152e-06,-0.0103678999606645,-0.00721249535393802,"FGFR2"
"chr20",54173107,54174439,1333,12,2.81638080673425e-06,9.21764540590789e-05,0.00796584417257207,0.00323349906194648,"CYP24A1"
"chr5",36301992,36303212,1221,5,2.82327141795363e-06,1.7304470716485e-05,-0.00749005505717139,-0.00408380414717194,"RANBP3L"
"chr3",71130552,71132191,1640,17,2.8613906659244e-06,2.02317594648539e-07,-0.0080066438900236,-0.00395049637347234,"FOXP1, AC097634.4"
"chr8",144527920,144528809,890,5,2.91461134841125e-06,0.00213222676932382,0.00842451887091045,0.00433669534063016,"C8orf82"
"chr10",73591318,73592130,813,6,2.96116491016669e-06,8.78279705808425e-07,-0.00818182762731873,-0.00512801940500288,"USP54"
"chr19",49071822,49072799,978,3,2.98041540176739e-06,1.03554350162465e-05,0.00632326396273207,0.00476343777604512,"KCNA7"
"chr16",54000060,54000458,399,2,2.9869146213965e-06,6.68316705768462e-05,-0.00828139233786801,-0.00780920816725187,"FTO"
"chr12",12992165,12992781,617,3,3.04318912729494e-06,0.000183769377005271,-0.0116302125897991,-0.00733882635345435,"HEBP1"
"chr12",4142729,4143245,517,4,3.07732084868387e-06,1.75759228316076e-05,-0.00772360030968872,-0.00461189788162481,""
"chr1",58249827,58250990,1164,14,3.1169058069641e-06,6.07046120425133e-05,0.0069161528097782,0.00288011532792108,"DAB1"
"chr11",111283554,111284289,736,7,3.13425884231245e-06,8.64520299942657e-05,-0.00883263338697902,-0.004909504767307,"C11orf53"
"chr12",6375547,6378511,2965,17,3.13764818084972e-06,0.000105694017114922,-0.00791813010670565,-0.00215148952254449,"LTBR, SCNN1A"
"chr14",75298649,75299311,663,4,3.14824356366899e-06,9.37150871837462e-05,-0.00939947759143759,-0.00638452677137353,""
"chr12",53513254,53514364,1111,3,3.16076206375331e-06,2.20146814603071e-05,-0.00826459317685551,-0.0060684167587528,"AC023509.2, ATF7-NPFF, ATF7"
"chr7",22452434,22452819,386,4,3.17994221551287e-06,6.0755734203578e-06,-0.00986814923223834,-0.007804657118692,"STEAP1B"
"chr16",67149822,67150659,838,3,3.22850091635143e-06,0.00226070147720962,0.0132282947838235,0.00612169880788887,"B3GNT9"
"chr18",59272790,59274014,1225,9,3.23502747944824e-06,0.000477164970578817,0.00669258349553746,0.00215818188173419,"RAX"
"chr2",27307587,27309099,1513,15,3.28745593894809e-06,2.19956072021754e-05,0.010335683906238,0.00519602623056429,"UCN"
"chr10",11004306,11004925,620,5,3.31135086584123e-06,0.000345629316201024,-0.00806738884117758,-0.00358254309033792,"CELF2"
"chr3",137761260,137761908,649,4,3.31535359210091e-06,0.00617964428682711,0.00687554642894947,0.00399674919866871,""
"chr4",3388257,3389086,830,3,3.32496019510987e-06,2.15016793741021e-05,-0.00864948086201025,-0.00805307222883796,"RGS12"
"chr1",212698878,212701400,2523,16,3.39442406379786e-06,1.35762299806916e-07,0.00546395948616604,0.00321900409528898,"BATF3"
"chr17",2083594,2085175,1582,9,3.39597825670998e-06,7.41612496071985e-07,-0.00793981816022172,-0.00487278383432117,"SMG6"
"chr14",59330040,59331214,1175,3,3.43272629688959e-06,0.00292923898003239,-0.00750458715739889,-0.00476677753105023,"DAAM1"
"chr17",52158033,52160484,2452,28,3.4331509655427e-06,1.53294515795255e-05,0.00750621193530434,0.00215904777045562,"CA10"
"chr17",46771848,46772491,644,3,3.46287665126897e-06,0.000536076880487944,0.00876180461921101,0.00548013797948279,"WNT3"
"chr10",80485970,80486611,642,3,3.47112362103219e-06,0.00184455663821588,-0.00989505037882404,-0.0057492115454512,"TSPAN14"
"chr11",459900,460914,1015,6,3.4760953601731e-06,2.27875492857228e-06,-0.00859034914535842,-0.00665150539406979,"PTDSS2"
"chr2",14615896,14616389,494,4,3.57284746651641e-06,2.20146814603071e-05,-0.0081404748771542,-0.00750032439596439,""
"chr5",132746941,132748376,1436,12,3.57880387308934e-06,1.54649175788892e-05,0.0107051941302863,0.00432840860184315,"CCNI2"
"chr7",101362551,101363292,742,12,3.59784351594159e-06,0.000358416108089487,0.00835966780011312,0.00341430620229828,"COL26A1"
"chr2",11393590,11394114,525,6,3.63102601239974e-06,8.78279705808425e-07,-0.00744263938654214,-0.00628784671856886,"LINC00570"
"chr8",52939053,52941044,1992,13,3.63883404600165e-06,9.12458872404991e-06,0.00705650838112397,0.00201022305821255,"NPBWR1"
"chr7",27199291,27201139,1849,10,3.68876917623408e-06,3.17862669216047e-05,0.00644148885073755,0.0026610096817618,"HOTTIP, AC004080.9, HOXA13"
"chr11",104897966,104898684,719,5,3.71513361254652e-06,3.52513331580397e-05,-0.00692752706101019,-0.00429080059508292,"CASP12"
"chr13",112979065,112979728,664,8,3.72453406131678e-06,0.000233989410510377,-0.00853768893791861,-0.00487612255278766,"MCF2L"
"chr6",57313815,57314252,438,5,3.80209820245712e-06,0.000119870830043076,-0.00766389530447787,-0.00373849837551135,""
"chr9",128148716,128149513,798,7,3.83581620593468e-06,4.0834355426912e-05,-0.00784735322793651,-0.00367668810395268,"LCN2"
"chr17",36942303,36943575,1273,7,3.87034885589336e-06,3.81578177532915e-05,0.00742844782006657,0.0037516866654596,"LHX1, AC243773.1"
"chr5",73497651,73498386,736,9,3.88411361106753e-06,0.00249813873062075,0.00747072250508354,0.00194957824169425,"AC099522.2"
"chr11",63608652,63608796,145,2,3.88414012833896e-06,5.76386503392286e-05,-0.00886012753875458,-0.00760272151207366,"PLAAT3"
"chr5",33936066,33937077,1012,13,3.88927323761799e-06,0.241383099734283,0.00652209393172218,0.00127319017452979,"RXFP3"
"chr16",84526574,84527511,938,7,3.93686712638091e-06,2.55948912510798e-05,0.00710750382052685,0.00505888939385766,"MEAK7"
"chr5",132386869,132388799,1931,6,3.9595622685173e-06,3.07262538421809e-08,-0.00817402574495823,-0.00734146073843242,"SLC22A5"
"chr14",28766701,28768274,1574,12,4.05770611006503e-06,2.16369190891639e-05,0.0083823797185961,0.00312962775800758,"AL049777.1, FOXG1"
"chr6",106360872,106361362,491,6,4.12636500334193e-06,0.000307488103193385,0.00361594337068176,0.001998991731537,"CRYBG1"
"chr5",54520193,54521243,1051,3,4.19962542337421e-06,1.71765920656008e-05,-0.0110053735762022,-0.00807033626820877,"SNX18"
"chr3",188899845,188901368,1524,13,4.2335467879736e-06,4.13954589373461e-07,-0.0075235043952189,-0.00496398522918134,""
"chr12",132488810,132489934,1125,21,4.24187015486088e-06,2.62051013338643e-06,0.00581002668455569,0.00188100256412744,"FBRSL1"
"chr3",186746154,186746364,211,4,4.26404597176672e-06,5.71638027131953e-06,-0.00785642515648978,-0.00702433097634025,"AC068631.1"
"chr16",89093090,89094488,1399,15,4.34467194372369e-06,0.000200668035967578,0.00468442704776364,0.00124315317239059,"ACSF3"
"chr17",48542985,48544347,1363,13,4.40651647801541e-06,0.00164840503633361,0.00572490965126039,0.00180429233814309,"HOXB-AS1, HOXB2"
"chr4",157219687,157223688,4002,23,4.54743562343454e-06,8.53553714393988e-07,0.00732539312222978,0.00313726508288954,"GRIA2"
"chr1",2207003,2208773,1771,13,4.59754803653758e-06,2.13007563852484e-07,-0.00717013876298542,-0.00484970583415409,"FAAP20"
"chr2",37318164,37318525,362,5,4.78828685197442e-06,8.77700687481869e-06,-0.00793769194091539,-0.00592415020950926,"PRKD3"
"chr3",71574530,71575170,641,5,4.81668954289672e-06,6.14869140136603e-05,-0.00725880496190525,-0.00399613021431853,"FOXP1, AC097634.4"
"chr11",72243938,72245101,1164,11,4.87697705140161e-06,1.83170063113368e-05,0.00498694848921961,0.00149555984028974,"PHOX2A"
"chr1",118999210,119001260,2051,14,4.8847247185976e-06,1.23617556265533e-06,0.00781279287618599,0.00511448552055554,"AL139420.1, AL139420.2"
"chr15",31483203,31484247,1045,3,4.97338634162769e-06,0.00189091265965591,0.00977883506104341,0.00579751570173626,"OTUD7A"
"chr6",100464946,100465716,771,7,5.01672598635519e-06,9.06635043641794e-05,0.00651912075355343,0.00240527083559896,""
"chr20",43666772,43667787,1016,8,5.05736106166164e-06,8.29643800999779e-06,0.00714805378566279,0.0046812927985719,"MYBL2"
"chr21",38438740,38439820,1081,5,5.0671355175783e-06,6.10201982001032e-07,-0.00876494644612698,-0.00674176992482248,"ERG"
"chr19",10976041,10976279,239,4,5.12110024468125e-06,1.05318781563283e-05,-0.00797301322398219,-0.00570123300393713,"SMARCA4"
"chr15",31212798,31212821,24,2,5.16511023228847e-06,5.78779207951918e-05,-0.00848020759916687,-0.0084163481398479,""
"chr13",53200509,53201823,1315,4,5.32736105535654e-06,0.000899122703833257,0.00867075618745032,0.00488541577429559,"PCDH8P1"
"chr18",23838904,23838959,56,2,5.36514256024201e-06,8.77385389939178e-05,-0.00983438839859662,-0.00840416039579291,"LAMA3"
"chr16",88508703,88509332,630,4,5.38605718895253e-06,0.00267323846207328,-0.00781755608185927,-0.00373056399513522,"ZFPM1"
"chr4",41363290,41363756,467,2,5.38756326777725e-06,0.000141821404690465,-0.00832358804403731,-0.00817791986430685,"LIMCH1"
"chr1",206034307,206035279,973,6,5.41167144392324e-06,6.97065179162121e-06,-0.0093507125760206,-0.00641842115006573,"BX571818.1"
"chr16",11975972,11976559,588,6,5.46446906243865e-06,0.00463398502213955,0.00159076255430192,3.27917956151268e-05,"NPIPB2"
"chr17",7383781,7384682,902,8,5.55639371654858e-06,2.54362184986014e-06,0.0074962765471422,0.00471084379365677,"TNK1"
"chr5",119328823,119329580,758,4,5.58159711919306e-06,2.09491842949241e-05,-0.00835932978690143,-0.00418213938055804,"TNFAIP8"
"chr6",117265062,117265992,931,9,5.66325518100171e-06,3.10286361812926e-05,0.00284283136402116,0.00108314042224927,"VGLL2"
"chr12",50924084,50924998,915,8,5.77756264749551e-06,7.23632914454985e-07,-0.00450862497614399,-0.00315608137291605,"METTL7A"
"chr14",73465405,73465903,499,2,5.7916667428842e-06,6.01060533606815e-05,-0.00887989602867205,-0.00845583108298306,"AC005280.1, AC005280.2"
"chr11",65427462,65430666,3205,18,5.86468032862825e-06,1.91469173527484e-10,-0.00879254098247977,-0.00574652459673108,"NEAT1"
"chr14",69046069,69046790,722,3,5.8711684245163e-06,3.04545832964248e-05,-0.00820929076041669,-0.00723324309780317,""
"chr6",136037008,136037908,901,4,5.91448915809506e-06,2.01210663958728e-05,-0.007758206022398,-0.00563391892180958,"PDE7B, AL138828.1"
"chr2",157440575,157441379,805,4,5.96135879567738e-06,0.00123408964038825,-0.0069001059993946,-0.00478621351572858,"CYTIP"
"chr10",72229793,72230420,628,2,6.00417625398781e-06,0.00579921674086636,-0.0106954153015506,-0.00528186160861966,"ANAPC16"
"chr10",132421704,132422949,1246,5,6.0178356391648e-06,3.09079285707213e-06,-0.00925515557277367,-0.00550171765558662,""
"chr5",115295848,115296933,1086,15,6.05331241989672e-06,0.00184471686100839,0.00894122166147875,0.00150262939417091,"CCDC112"
"chr11",63985089,63986401,1313,14,6.05614596214362e-06,0.0100305226346806,0.00724618362061991,0.00214737908611879,"AP000721.1, OTUB1"
"chr14",92687208,92688413,1206,4,6.12583536498007e-06,0.000105694017114922,0.0109641295736593,0.0071554418011565,"RIN3"
"chr10",111078320,111078373,54,2,6.35365467188098e-06,0.00628860379772521,0.00710399593574717,0.00424292065322652,"ADRA2A"
"chr1",223180874,223181265,392,5,6.37171194968296e-06,3.81477709770444e-06,-0.00872218275625884,-0.00663822804260421,"AL359979.1"
"chr1",112509063,112509545,483,6,6.48144668285881e-06,1.71695925016337e-05,0.00810487585907595,0.00599216505043228,"WNT2B"
"chr10",3494149,3495093,945,5,6.57143106198812e-06,3.77064713524908e-05,-0.00643345781338225,-0.00391260774867909,"LINC02669"
"chr10",24464764,24466509,1746,10,6.65438975772475e-06,1.33508570188496e-06,-0.00926837056278747,-0.00548205282850591,"KIAA1217"
"chr19",4304449,4305242,794,8,6.72079730016143e-06,0.00022634142887694,0.0082128588807627,0.00243339574691971,"FSD1"
"chr17",67474454,67475734,1281,8,6.75347317881567e-06,1.11107791915789e-05,0.00863117438432894,0.00146759970871681,"PITPNC1"
"chr13",56885648,56886271,624,2,6.88759022742903e-06,0.00473500029343124,-0.00498863369445177,-0.00281139206978946,""
"chr8",141287022,141287485,464,5,6.88892396091079e-06,0.000262910071112553,-0.0091652556241292,-0.00525174910970624,"AC011676.3, SLC45A4"
"chr10",131311604,131312468,865,5,6.90567278224751e-06,4.61822172091964e-05,0.00565450270571044,0.00331586332718346,"TCERG1L"
"chr6",20210369,20211423,1055,4,7.02846412994619e-06,1.87093635116902e-05,-0.00913765853335502,-0.00732075679253641,"MBOAT1"
"chr12",3380585,3381516,932,5,7.11968783822899e-06,0.000178707443262888,-0.00780155811850594,-0.00422918156896231,"PRMT8"
"chr11",115501630,115502401,772,5,7.33596069436999e-06,8.7757786660137e-06,0.00816791477899261,0.00699361910618375,"CADM1"
"chr5",11903033,11904800,1768,16,7.56860296853572e-06,2.81415043443034e-08,0.00606798406938539,0.00280902475401732,"CTNND2"
"chr6",146881548,146881769,222,2,7.56966501024265e-06,5.66413045853811e-05,-0.00743978931758277,-0.00663030191321108,"STXBP5-AS1"
"chr21",43865955,43867256,1302,7,7.75619361077417e-06,1.8843153901791e-05,-0.00919613657040198,-0.00349737082559877,"AGPAT3"
