Name	gene_name
cg01543871_BC21	GABRB2
cg15066954_TC21	GABRB2
cg07306063_BC21	GABRB2
cg03199791_BC21	GABRB2
cg08796798_BC21	GABRB2
cg08796798_BC22	GABRB2
cg08795530_TC21	GABRB2
cg08621611_BC11	GRIN2A
cg03935060_BC11	GRIN2A
cg00518386_BC11	GRIN2A
cg10675427_TC11	GRIN2A
cg04761722_TC11	GRIN2A
cg04933990_TC11	GRIN2A
cg03762483_TC11	GRIN2A
cg05406943_BC11	GRIN2A
cg10276272_BC11	GRIN2A
cg06299307_BC11	GRIN2A
cg16368442_TC11	GRIN2A
cg20943121_TC11	GRIN2A
cg14011057_BC11	GRIN2A
cg10951859_TC11	GRIN2A
cg25119571_BC11	GRIN2A
cg00287829_TC11	GRIN2A
cg06758670_TC11	GRIN2A
cg07642043_BC11	GRIN2A
cg06880615_BC11	GRIN2A
cg08001123_BC11	GRIN2A
cg16783478_TC11	GRIN2A
cg09239744_TC11	GRIN2A
cg27644733_TC11	GRIN2A
cg01722994_TC21	GRIN2A
cg16378117_BC21	GRIN2A
cg06922606_TC21	GRIN2A
cg25047001_TC21	GRIN2A
cg02415992_TC21	GRIN2A
cg00740198_TC21	GRIN2A
cg18391758_BC21	GRIN2A
cg00116766_TC21	GRIN2A
cg09923769_TC21	GRIN2A
cg19390203_BC21	GRIN2A
cg10116505_BC21	GRIN2A
cg04498349_TC21	GRIN2A
cg05195889_BC21	GRIN2A
cg08204867_TC21	GRIN2A
cg02585344_TC21	GRIN2A
cg24764979_TC21	GRIN2A
cg06829391_BC21	GRIN2A
cg01344243_TC21	GRIN2A
cg03764381_BC21	GRIN2A
cg00534626_BC21	GRIN2A
cg00792185_BC21	GRIN2A
cg09622330_BC21	GRIN2A
cg03616148_BC21	GRIN2A
cg04675204_TC21	GRIN2A
cg03015368_TC21	GRIN2A
cg09001143_BC21	GRIN2A
cg06193383_BC21	GRIN2A
cg01573710_TC21	GRIN2A
cg10025843_TC21	GRIN2A
cg12696047_BC21	GRIN2A
cg15984300_BC21	GRIN2A
cg00918743_BC21	GRIN2A
cg13842349_TC21	GRIN2A
cg18056212_BC21	GRIN2A
cg22113540_BC21	GRIN2A
cg09461286_BC21	GRIN2A
cg16669395_TC21	GRIN2A
cg16904585_BC21	GRIN2A
cg15134033_TC21	GRIN2A
cg13253586_BC21	GRIN2A
cg09828942_BC21	GRIN2A
cg19958582_TC21	GRIN2A
cg22871336_BC21	GRIN2A
cg15562326_TC21	GRIN2A
cg25332095_TC21	GRIN2A
cg18905303_TC21	GRIN2A
cg23963841_TC21	GRIN2A
cg06514283_BC21	GRIN2A
cg18021626_TC21	GRIN2A
cg04940002_BC21	GRIN2A
cg02985145_TC21	GRIN2A
cg13555959_TC21	GRIN2A
cg04628884_BC21	GRIN2A
cg15080528_TC21	GRIN2A
cg09737292_BC21	GRIN2A
cg00528079_BC21	GRIN2A
cg07809360_BC21	GRIN2A
cg06425263_BC21	GRIN2A
cg23894919_BC21	GRIN2A
cg08444674_TC21	GRIN2A
cg21117483_BC21	GRIN2A
cg21116332_BC21	GRIN2A
cg14906193_BC21	GRIN2A
cg21116916_BC21	GRIN2A
cg07059115_BC21	GRIN2A
cg03644025_BC21	GRIN2A
cg14793110_BC21	GRIN2A
cg25317255_BC21	GRIN2A
cg21115216_BC21	GRIN2A
cg21115813_BC21	GRIN2A
cg07561162_TC21	GRIN2A
cg01348055_TC21	GRIN2A
cg03866831_BC21	GRIN2A
cg04077795_BC21	GRIN2A
cg17672070_TC21	GRIN2A
cg21117749_TC21	GRIN2A
cg21117748_TC21	GRIN2A
cg21117745_BC21	GRIN2A
cg21117746_TC21	GRIN2A
cg21117348_TC21	GRIN2A
cg21117347_BC21	GRIN2A
cg04898487_TC21	GRIN2A
ch.16.9751610F_BC21	GRIN2A
cg15241633_TC11	GRM3
cg24682512_BC21	GRM3
cg14724613_TC21	GRM3
cg25225238_TC21	GRM3
cg15331781_TC21	GRM3
cg20738755_TC21	GRM3
cg17814180_TC21	GRM3
cg04062190_TC21	GRM3
cg02232377_BC21	GRM3
cg18782491_TC21	GRM3
cg04743945_BC21	GRM3
cg01449218_TC21	GRM3
cg05339056_BC21	GRM3
cg22363670_TC21	GRM3
cg23183497_TC21	GRM3
cg16669485_BC21	GRM3
cg04894216_TC21	GRM3
cg27073262_TC21	GRM3
cg02515133_TC21	GRM3
cg00269140_TC21	GRM3
cg24098927_TC21	GRM3
cg01331810_BC21	GRM3
cg22562461_TC21	GRM3
cg02598335_BC21	GRM3
cg01511379_TC21	GRM3
cg17517849_TC21	GRM3
cg24192279_TC21	GRM3
cg11210312_TC21	GRM3
cg17580484_BC21	GRM3
cg05575828_BC21	GRM3
cg00466990_TC21	GRM3
cg07133389_BC21	GRM3
cg21941633_TC21	GRM3
cg11345781_TC21	GRM3
cg00762869_TC21	GRM3
cg02127692_BC21	GRM3
cg09105123_BC21	GRM3
cg26710276_BC21	GRM3
cg19189601_TC21	GRM3
cg21295221_BC21	GRM3
cg01013403_TC21	GRM3
cg07514902_BC21	GRM3
cg14876771_BC21	GRM3
cg04946588_BC21	GRM3
cg08682416_BC21	GRM3
cg11345729_BC21	GRM3
cg11346218_BC21	GRM3
cg11346121_TC21	GRM3
cg22555806_TC21	GRM3
cg01901411_TC11	HSD11B1
cg27403618_TC21	HSD11B1
cg01901087_BC21	HSD11B1
cg14139038_BC21	HSD11B1
cg04732193_TC21	HSD11B1
cg09366519_BC21	HSD11B1
cg06828613_TC21	HSD11B1
cg17297831_BC21	HSD11B1
cg00312486_TC21	HSD11B1
cg16897216_TC21	HSD11B1
cg08847382_BC21	HSD11B1
cg08865695_BC21	HSD11B1
cg04484523_BC21	HSD11B1
cg13860928_TC21	HSD11B1
cg26880525_BC21	HSD11B1
cg25471557_TC21	HSD11B1
cg12761518_TC21	HSD11B1
cg12065670_BC21	HSD11B1
cg13781869_TC21	HSD11B1
cg08780327_TC21	HSD11B1
cg05112220_TC21	HSD11B1
cg05401402_BC21	HSD11B1
cg22248789_TC21	HSD11B1
cg11926430_BC21	HSD11B1
cg17726275_BC21	HSD11B1
cg10921886_TC21	HSD11B1
cg20191437_BC21	HSD11B1
cg08401077_BC21	HSD11B1
cg02947427_TC21	HSD11B1
cg17610535_TC21	HSD11B1
cg03996090_BC21	HSD11B1
cg06571187_BC21	HSD11B1
cg01901054_BC21	HSD11B1
cg01901108_BC21	HSD11B1
cg01901188_BC21	HSD11B1
cg02219936_BC21	HSD11B1
cg01901136_TC21	HSD11B1
cg01901137_BC21	HSD11B1
cg20556751_BC11	HSD11B2
cg07545640_TC11	HSD11B2
cg12670061_TC11	HSD11B2
cg16545496_BC11	HSD11B2
cg02955911_BC11	HSD11B2
cg13753571_TC11	HSD11B2
cg13678281_BC11	HSD11B2
cg12790440_TC11	HSD11B2
cg12081455_TC11	HSD11B2
cg09647884_TC11	HSD11B2
cg02600514_TC21	HSD11B2
cg21640586_BC21	HSD11B2
cg08789908_TC21	HSD11B2
cg20981893_TC21	HSD11B2
cg02734600_TC21	HSD11B2
cg00771593_BC21	HSD11B2
cg26954464_TC21	HSD11B2
cg10686375_TC21	HSD11B2
cg07724674_BC21	HSD11B2
cg02089487_TC21	HSD11B2
cg01443318_TC21	HSD11B2
cg27130954_TC21	HSD11B2
cg26624628_BC21	HSD11B2
cg22153516_TC21	HSD11B2
cg21640808_TC21	HSD11B2
cg04712664_BC21	HSD11B2
cg09236121_TC21	HSD11B2
cg26369930_BC21	HSD11B2
cg23429481_TC21	HSD11B2
cg12612492_BC21	HSD11B2
cg09807841_BC21	HSD11B2
cg05883442_TC21	HSD11B2
cg04750517_BC21	HSD11B2
cg07231738_TC21	HSD11B2
cg26774927_BC21	HSD11B2
cg21640658_TC21	HSD11B2
cg21641066_BC21	HSD11B2
cg21640663_BC21	HSD11B2
cg21640662_TC21	HSD11B2
cg12983608_TC11	HSP90AA1
cg13797425_BC11	HSP90AA1
cg04414295_TC11	HSP90AA1
cg01145559_TC11	HSP90AA1
cg21410754_BC11	HSP90AA1
cg06320026_BC11	HSP90AA1
cg17053483_TC11	HSP90AA1
cg24513967_TC11	HSP90AA1
cg13263472_BC11	HSP90AA1
cg23268892_BC11	HSP90AA1
cg06798479_BC11	HSP90AA1
cg19986967_TC11	HSP90AA1
cg19986955_TC11	HSP90AA1
cg10833014_BC21	HSP90AA1
cg18412984_BC21	HSP90AA1
cg04281268_BC21	HSP90AA1
cg05412906_TC21	HSP90AA1
cg23289024_BC21	HSP90AA1
cg02015261_BC21	HSP90AA1
cg21735344_TC21	HSP90AA1
cg05557516_TC21	HSP90AA1
cg12921795_TC21	HSP90AA1
cg14893857_TC21	HSP90AA1
cg23904247_BC21	HSP90AA1
cg16328540_TC21	HSP90AA1
cg25043643_BC21	HSP90AA1
cg26174539_TC21	HSP90AA1
cg02930969_TC21	HSP90AA1
cg07030774_TC21	HSP90AA1
cg24202477_BC21	HSP90AA1
cg04491860_TC21	HSP90AA1
cg02977278_BC21	HSP90AA1
cg23047611_BC21	HSP90AA1
cg02791829_TC21	HSP90AA1
cg25915410_TC21	HSP90AA1
cg06740650_BC21	HSP90AA1
cg12734329_BC21	HSP90AA1
cg15325186_BC21	HSP90AA1
cg19987400_BC21	HSP90AA1
cg19987424_BC21	HSP90AA1
cg19987405_BC21	HSP90AA1
cg11789371_BC21	HSP90AA1
cg05085587_BC21	HSP90AA1
cg15313936_TC21	HSP90AA1
cg13416283_TC21	HSP90AA1
cg13684553_BC21	HSP90AA1
cg19988100_BC21	HSP90AA1
cg19988099_TC21	HSP90AA1
cg19986980_BC21	HSP90AA1
cg19986978_BC21	HSP90AA1
cg19986964_BC21	HSP90AA1
cg19986954_TC21	HSP90AA1
cg19986825_TC21	HSP90AA1
cg19986824_BC21	HSP90AA1
cg20453394_TC11	HTR1A
cg23448729_TC11	HTR1A
cg27615388_TC11	HTR1A
cg09698471_TC11	HTR1A
cg10588470_BC11	HTR1A
cg05040472_TC11	HTR1A
cg12523924_TC11	HTR1A
cg13666507_BC21	HTR1A
cg04427003_TC21	HTR1A
cg01020744_TC21	HTR1A
cg08259925_TC21	HTR1A
cg10198270_BC21	HTR1A
cg02266732_BC21	HTR1A
cg11432303_TC21	HTR1A
cg00221070_TC21	HTR1A
cg24813736_TC21	HTR1A
cg16280141_BC21	HTR1A
cg17386123_BC21	HTR1A
cg08764163_TC21	HTR1A
cg07839533_TC21	HTR1A
cg15092168_TC21	HTR1A
cg04799838_BC21	HTR1A
cg10485633_BC21	HTR1A
cg04694812_TC21	HTR1A
cg11615755_BC21	HTR1A
cg09845914_BC21	HTR1A
cg20598238_TC21	HTR1A
cg27420687_BC21	HTR1A
cg16807523_BC21	HTR1A
cg24118521_TC11	HTR2A
cg12367389_BC11	HTR2A
cg19311535_TC21	HTR2A
cg16977383_TC21	HTR2A
cg20102280_BC21	HTR2A
cg02250787_BC21	HTR2A
cg00308665_BC21	HTR2A
cg23881368_BC21	HTR2A
cg07075299_TC21	HTR2A
cg03147723_BC21	HTR2A
cg27068143_BC21	HTR2A
cg09361691_BC21	HTR2A
cg05506829_TC21	HTR2A
cg11514288_BC21	HTR2A
cg16188532_BC21	HTR2A
cg15894389_TC21	HTR2A
cg06020661_TC21	HTR2A
cg20559070_BC21	HTR2A
cg02027079_TC21	HTR2A
cg01192538_BC21	HTR2A
cg18200810_TC21	HTR2A
cg06476131_BC21	HTR2A
cg14059288_BC21	HTR2A
cg00154848_BC21	HTR2A
cg15247499_BC21	HTR2A
cg05834951_BC21	HTR2A
cg15524383_TC21	HTR2A
cg06256185_TC21	HTR2A
cg17344495_BC21	HTR2A
cg06155163_BC21	HTR2A
cg18708561_BC21	HTR2A
cg18806082_BC21	HTR2A
cg09394608_TC21	HTR2A
cg01620540_TC21	HTR2A
cg15692052_BC21	HTR2A
cg10323433_BC21	HTR2A
cg09798090_BC21	HTR2A
cg23735699_TC21	HTR2A
cg20509117_BC11	IL6
cg15703690_TC21	IL6
cg01770232_TC21	IL6
cg02335517_TC21	IL6
cg05265849_BC21	IL6
cg13104385_BC21	IL6
cg02201050_BC21	IL6
cg26759814_BC21	IL6
cg07998387_TC21	IL6
cg09840472_BC21	IL6
cg00087425_TC21	IL6
cg04917860_BC21	IL6
cg05472934_BC21	IL6
cg10140158_BC21	IL6
cg17067544_TC21	IL6
cg26061582_TC21	IL6
cg09687175_BC21	IL6
cg14049858_BC21	IL6
cg04934757_TC21	IL6
cg00175482_TC21	IL6
cg02391394_BC21	IL6
cg02554338_TC21	IL6
cg24061425_BC21	IL6
cg03601896_TC21	IL6
cg07892940_BC21	IL6
cg21785978_BC21	IL6
cg17444561_BC11	MC2R
cg00335286_TC21	MC2R
cg11564670_TC21	MC2R
cg13187423_BC21	MC2R
cg20494779_TC21	MC2R
cg05667256_TC21	MC2R
cg26344168_TC21	MC2R
cg25924472_TC21	MC2R
cg24922596_TC21	MC2R
cg22624572_TC21	MC2R
cg12343754_TC21	MC2R
cg17828058_BC21	MC2R
cg14829190_BC21	MC2R
cg05924080_TC21	MC2R
cg08578419_TC21	MC2R
cg16500026_BC21	MC2R
cg22364075_TC21	MC2R
cg22434252_BC21	MC2R
cg04228045_TC21	MC2R
cg08211506_BC21	MC2R
cg23286015_BC21	MC2R
cg23285896_BC21	MC2R
cg02578350_BC21	MC2R
cg03664443_TC21	MC2R
cg24026230_BC11	NR3C1
cg14558428_BC11	NR3C1
cg27122725_TC11	NR3C1
cg17860381_BC11	NR3C1
cg15910486_BC11	NR3C1
cg18068240_BC11	NR3C1
cg18019515_BC11	NR3C1
cg17617527_TC11	NR3C1
cg06968181_BC11	NR3C1
cg16335926_BC11	NR3C1
cg00629244_TC11	NR3C1
cg21209684_BC11	NR3C1
cg14939152_TC11	NR3C1
cg01967637_BC11	NR3C1
cg19135245_TC11	NR3C1
cg15645634_TC11	NR3C1
cg06952416_BC11	NR3C1
cg06952416_BC12	NR3C1
cg06952416_BC13	NR3C1
cg08652028_BC21	NR3C1
cg08652029_TC21	NR3C1
cg08818984_TC21	NR3C1
cg16219186_BC21	NR3C1
cg08423118_TC21	NR3C1
cg27107893_BC21	NR3C1
cg07528216_TC21	NR3C1
cg13648501_TC21	NR3C1
cg22233604_TC21	NR3C1
cg13764763_BC21	NR3C1
cg18718518_BC21	NR3C1
cg25579735_BC21	NR3C1
cg20598211_BC21	NR3C1
cg21702128_BC21	NR3C1
cg25535999_TC21	NR3C1
cg18849621_TC21	NR3C1
cg26720913_BC21	NR3C1
cg12466613_BC21	NR3C1
cg06521673_BC21	NR3C1
cg04111177_TC21	NR3C1
cg23273257_BC21	NR3C1
cg03857453_TC21	NR3C1
cg11152298_BC21	NR3C1
cg10847032_BC21	NR3C1
cg07733851_TC21	NR3C1
cg07589972_TC21	NR3C1
cg19457823_BC21	NR3C1
cg18998365_BC21	NR3C1
cg18146873_TC21	NR3C1
cg18484679_TC21	NR3C1
cg27345592_BC21	NR3C1
cg16586394_TC21	NR3C1
cg15115787_BC21	NR3C1
cg01751279_TC21	NR3C1
cg12741214_TC21	NR3C1
cg15740681_BC21	NR3C1
cg23776787_BC21	NR3C1
cg23430507_BC21	NR3C1
cg08166768_BC21	NR3C1
cg13514002_TC21	NR3C1
cg00294552_TC21	NR3C1
cg14438279_TC21	NR3C1
cg24801588_BC21	NR3C1
cg19432243_TC21	NR3C1
cg07715663_BC21	NR3C1
cg24052866_TC21	NR3C1
cg21979215_BC21	NR3C1
cg22402730_BC21	NR3C1
cg07515400_TC21	NR3C1
cg26081259_TC21	NR3C1
cg16224829_BC21	NR3C1
cg20728768_BC21	NR3C1
cg16535116_TC21	NR3C1
cg03906910_TC21	NR3C1
cg19176661_TC21	NR3C1
cg14621978_BC21	NR3C1
cg00407401_TC21	NR3C1
cg07742588_BC21	NR3C1
cg19820298_BC21	NR3C1
cg15374100_TC21	NR3C1
cg25708981_BC21	NR3C1
cg08651931_BC21	NR3C1
cg08651424_BC21	NR3C1
cg16594263_BC21	NR3C1
cg08651947_BC21	NR3C1
cg08651335_BC21	NR3C1
cg05483455_BC21	NR3C1
cg08650751_BC21	NR3C1
cg17349736_BC21	NR3C1
cg03746860_BC21	NR3C1
cg05900547_TC21	NR3C1
cg01294526_TC21	NR3C1
cg13373360_TC11	NR3C2
cg14381972_TC11	NR3C2
cg27304079_TC11	NR3C2
cg07202928_BC11	NR3C2
cg11580341_BC21	NR3C2
cg13996731_BC21	NR3C2
cg20140452_TC21	NR3C2
cg10621979_BC21	NR3C2
cg05437692_BC21	NR3C2
cg26035844_TC21	NR3C2
cg23650353_TC21	NR3C2
cg21783716_BC21	NR3C2
cg11239219_BC21	NR3C2
cg24396090_TC21	NR3C2
cg07651033_TC21	NR3C2
cg22391185_BC21	NR3C2
cg27225476_TC21	NR3C2
cg26054404_TC21	NR3C2
cg10002915_BC21	NR3C2
cg10590842_BC21	NR3C2
cg10207656_BC21	NR3C2
cg27460943_BC21	NR3C2
cg02534661_TC21	NR3C2
cg07275757_BC21	NR3C2
cg15247500_TC21	NR3C2
cg24450582_BC21	NR3C2
cg19491599_BC21	NR3C2
cg12841684_TC21	NR3C2
cg13000004_TC21	NR3C2
cg06669759_TC21	NR3C2
cg16692923_BC21	NR3C2
cg04424630_BC21	NR3C2
cg05075176_TC21	NR3C2
cg24525872_BC21	NR3C2
cg10288772_BC21	NR3C2
cg06843189_BC21	NR3C2
cg01516788_BC21	NR3C2
cg09160032_BC21	NR3C2
cg06240648_BC21	NR3C2
cg27234800_TC21	NR3C2
cg10073316_TC21	NR3C2
cg04867484_BC21	NR3C2
cg13157799_TC21	NR3C2
cg21701890_TC21	NR3C2
cg19650300_TC21	NR3C2
cg07335874_TC21	NR3C2
cg01896848_BC21	NR3C2
cg25672354_BC21	NR3C2
cg09238384_TC21	NR3C2
cg22482155_TC21	NR3C2
cg00328411_TC21	NR3C2
cg01576854_TC21	NR3C2
cg09143276_BC21	NR3C2
cg17253842_TC21	NR3C2
cg07200645_TC21	NR3C2
cg10993059_TC21	NR3C2
cg12946179_TC21	NR3C2
cg07200718_TC21	NR3C2
cg19496136_TC21	NR3C2
cg08264907_BC21	NR3C2
cg23920442_BC21	NR3C2
cg01117572_BC21	NR3C2
cg07200798_BC21	NR3C2
cg07200796_BC21	NR3C2
cg07200793_BC21	NR3C2
cg07201140_BC21	NR3C2
cg07201070_BC21	NR3C2
cg20489898_BC11	NTRK2
cg18800854_BC11	NTRK2
cg13723118_TC11	NTRK2
cg04671253_TC11	NTRK2
cg10652491_TC11	NTRK2
cg13849090_TC11	NTRK2
cg14531834_BC21	NTRK2
cg13626246_BC21	NTRK2
cg09539438_BC21	NTRK2
cg22402007_TC21	NTRK2
cg03628748_BC21	NTRK2
cg08470639_TC21	NTRK2
cg09171763_TC21	NTRK2
cg10043652_TC21	NTRK2
cg13504245_BC21	NTRK2
cg01292475_TC21	NTRK2
cg13654445_TC21	NTRK2
cg13698224_BC21	NTRK2
cg27267507_TC21	NTRK2
cg21060123_TC21	NTRK2
cg02728979_BC21	NTRK2
cg15340382_BC21	NTRK2
cg21103728_TC21	NTRK2
cg13620631_BC21	NTRK2
cg14447193_BC21	NTRK2
cg09926027_BC21	NTRK2
cg01009697_BC21	NTRK2
cg04016867_TC21	NTRK2
cg26191960_BC21	NTRK2
cg16964439_BC21	NTRK2
cg00630322_BC21	NTRK2
cg23910073_BC21	NTRK2
cg09450275_BC21	NTRK2
cg25710507_BC21	NTRK2
cg00886225_TC21	NTRK2
cg23205551_TC21	NTRK2
cg13118735_BC21	NTRK2
cg24555451_BC21	NTRK2
cg25888138_BC21	NTRK2
cg06880832_BC21	NTRK2
cg24698222_TC21	NTRK2
cg06660935_BC21	NTRK2
cg23166374_TC21	NTRK2
cg16771344_TC21	NTRK2
cg08004835_TC21	NTRK2
cg08423686_BC21	NTRK2
cg26865872_TC21	NTRK2
cg09912325_TC21	NTRK2
cg15509461_TC21	NTRK2
cg12108202_BC21	NTRK2
cg13127973_BC21	NTRK2
cg02661311_TC21	NTRK2
cg13851477_BC21	NTRK2
cg04684218_TC21	NTRK2
cg01786630_BC21	NTRK2
cg00905895_BC21	NTRK2
cg09440862_BC21	NTRK2
cg03616755_BC21	NTRK2
cg13849771_BC21	NTRK2
cg13851101_BC21	NTRK2
cg00638344_BC21	NTRK2
cg15733849_BC21	NTRK2
cg13851404_BC21	NTRK2
cg00132384_BC21	NTRK2
cg13849201_BC21	NTRK2
cg13850960_BC21	NTRK2
cg09781034_BC21	NTRK2
cg03319208_BC21	NTRK2
cg13702024_BC21	NTRK2
cg13849354_BC21	NTRK2
cg15737609_BC21	NTRK2
cg13848734_BC21	NTRK2
cg13849122_BC21	NTRK2
cg13848920_BC21	NTRK2
cg13850350_BC21	NTRK2
cg13850341_BC21	NTRK2
cg13850978_TC21	NTRK2
cg13850970_TC21	NTRK2
cg13850964_BC21	NTRK2
cg13850917_BC21	NTRK2
cg13850865_TC21	NTRK2
cg13850857_TC21	NTRK2
cg13850846_TC21	NTRK2
cg13850829_TC21	NTRK2
cg13849734_BC21	NTRK2
cg13849091_BC21	NTRK2
cg13851851_TC21	NTRK2
cg13851136_TC21	NTRK2
cg13851101_BC22	NTRK2
cg13851095_TC21	NTRK2
cg13851075_BC21	NTRK2
cg13850198_TC21	NTRK2
cg13850197_BC21	NTRK2
cg13849651_TC21	NTRK2
cg13849197_BC21	NTRK2
cg13850345_BC21	NTRK2
cg08322244_BC11	PER1
cg08521677_BC11	PER1
cg10088519_TC11	PER1
cg27099373_BC11	PER1
cg06505999_TC11	PER1
cg16571098_BC11	PER1
cg05012902_TC11	PER1
cg08898192_TC11	PER1
cg02689667_BC11	PER1
cg07536452_BC11	PER1
cg07592976_TC11	PER1
cg13433366_TC21	PER1
cg22145003_BC21	PER1
cg10708955_BC21	PER1
cg16545079_BC21	PER1
cg04658021_TC21	PER1
cg04055490_TC21	PER1
cg11257113_TC21	PER1
cg10028884_BC21	PER1
cg15008041_BC21	PER1
cg13759852_BC21	PER1
cg01803844_BC21	PER1
cg08189088_BC21	PER1
cg02359589_BC21	PER1
cg06271327_TC21	PER1
cg14158601_BC21	PER1
cg22195222_BC21	PER1
cg27004243_BC21	PER1
cg17314998_TC21	PER1
cg10234375_TC21	PER1
cg25479708_TC21	PER1
cg00938816_BC21	PER1
cg05893602_TC21	PER1
cg03301481_BC21	PER1
cg13284983_TC21	PER1
cg20503576_TC21	PER1
cg00693172_TC21	PER1
cg22315544_TC21	PER1
cg24750681_BC21	PER1
cg06061483_TC21	PER1
cg08783928_TC21	PER1
cg01507817_TC21	PER1
cg26173986_TC21	PER1
cg02617476_BC21	PER1
cg14966850_BC21	PER1
cg21093368_TC21	PER1
cg08274538_BC21	PER1
cg27073561_BC21	PER1
cg05247640_TC21	PER1
cg22144855_TC21	PER1
cg22144854_BC21	PER1
cg22144697_TC21	PER1
cg22144696_TC21	PER1
cg22144684_BC21	PER1
cg22144678_BC21	PER1
cg22144595_BC21	PER1
cg22144594_BC21	PER1
cg22144519_TC21	PER1
cg22144515_BC21	PER1
cg00039627_TC11	PER2
cg24127874_BC11	PER2
cg23905308_TC11	PER2
cg15319457_BC11	PER2
cg10976861_BC11	PER2
cg11815105_TC11	PER2
cg12912690_BC11	PER2
cg11027325_TC11	PER2
cg17283117_BC11	PER2
cg13787782_BC11	PER2
cg24831107_TC11	PER2
cg09577426_TC11	PER2
cg03438090_BC11	PER2
cg09163117_BC11	PER2
cg03004097_BC11	PER2
cg03200764_BC11	PER2
cg03054157_TC11	PER2
cg16948082_BC11	PER2
cg04366702_TC21	PER2
cg05664072_BC21	PER2
cg23969423_TC21	PER2
cg07719617_TC21	PER2
cg11903188_TC21	PER2
cg13469320_BC21	PER2
cg06594010_BC21	PER2
cg12649232_BC21	PER2
cg02105326_TC21	PER2
cg04169774_TC21	PER2
cg06246651_TC21	PER2
cg08202720_BC21	PER2
cg24917789_BC21	PER2
cg03671396_BC21	PER2
cg16914508_BC21	PER2
cg02976543_TC21	PER2
cg06259818_TC21	PER2
cg10780517_TC21	PER2
cg23072629_BC21	PER2
cg10210789_BC21	PER2
cg12308675_TC21	PER2
cg25706474_TC21	PER2
cg21462970_TC21	PER2
cg20070418_BC21	PER2
cg24204951_TC21	PER2
cg08121041_TC21	PER2
cg21315421_TC21	PER2
cg05486647_BC21	PER2
cg23864664_TC21	PER2
cg09128059_BC21	PER2
cg08224291_BC21	PER2
cg10992253_TC21	PER2
cg13875151_BC21	PER2
cg06174546_BC21	PER2
cg07725712_TC21	PER2
cg17536667_BC21	PER2
cg14026288_TC21	PER2
cg02424494_TC21	PER2
cg14055421_TC21	PER2
cg21854965_TC21	PER2
cg01480447_TC21	PER2
cg04310348_BC21	PER2
cg20146792_BC21	PER2
cg21812149_BC21	PER2
cg04366515_BC21	PER2
cg04366588_BC21	PER2
cg04366785_BC21	PER2
cg04366523_BC21	PER2
cg04366762_BC21	PER2
cg04366683_BC21	PER2
cg08846772_BC21	PER2
cg04117792_BC21	PER2
cg14782104_BC21	PER2
cg04367198_TC21	PER2
cg04366785_BC22	PER2
cg04367564_BC21	PER2
cg04366946_BC21	PER2
cg20387815_TC11	POMC
cg06904565_TC11	POMC
cg13025668_TC11	POMC
cg00674304_BC11	POMC
cg10045137_TC11	POMC
cg06846259_BC11	POMC
cg23598419_BC11	POMC
cg02757179_TC11	POMC
cg24718866_TC11	POMC
cg02558428_BC11	POMC
cg09527270_TC11	POMC
cg09527270_TC12	POMC
cg09527270_TC13	POMC
cg11952478_TC21	POMC
cg03385207_TC21	POMC
cg08030082_TC21	POMC
cg16302441_TC21	POMC
cg09916783_TC21	POMC
cg02716646_TC21	POMC
cg00293936_TC21	POMC
cg22900229_BC21	POMC
cg19241807_BC21	POMC
cg24425171_BC21	POMC
cg01926269_BC21	POMC
cg09672383_BC21	POMC
cg04722939_BC21	POMC
cg14357535_BC21	POMC
cg15391491_BC21	POMC
cg23809645_TC21	POMC
cg02079741_TC21	POMC
cg17736230_TC21	POMC
cg11894631_TC21	POMC
cg03560973_TC21	POMC
cg20807790_BC21	POMC
cg03131220_BC21	POMC
cg02066478_TC21	POMC
cg21331367_TC21	POMC
cg20475380_BC21	POMC
cg07984818_TC21	POMC
cg00488988_BC21	POMC
cg00333669_TC21	POMC
cg02558452_BC21	POMC
cg26008643_TC21	POMC
cg02558138_TC21	POMC
cg15715889_TC21	POMC
cg02558334_BC21	POMC
cg09916783_TC22	POMC
cg27569822_BC11	SLC6A4
cg06841846_BC11	SLC6A4
cg14692377_TC11	SLC6A4
cg26741280_BC11	SLC6A4
cg19227924_BC11	SLC6A4
cg12074493_TC11	SLC6A4
cg10901968_TC11	SLC6A4
cg22584138_TC21	SLC6A4
cg05016953_BC21	SLC6A4
cg06961290_TC21	SLC6A4
cg07119172_TC21	SLC6A4
cg03363743_BC21	SLC6A4
cg16647683_BC21	SLC6A4
cg24312412_BC21	SLC6A4
cg20209182_BC21	SLC6A4
cg26438554_TC21	SLC6A4
cg18584905_BC21	SLC6A4
cg10241426_TC21	SLC6A4
cg14352032_TC21	SLC6A4
cg25725890_TC21	SLC6A4
cg18397357_TC21	SLC6A4
cg26126367_BC21	SLC6A4
cg01991100_TC21	SLC6A4
cg10146136_TC21	SLC6A4
cg27427014_BC21	SLC6A4
cg06373684_BC21	SLC6A4
cg09921370_TC21	SLC6A4
cg26067340_BC21	SLC6A4
cg03943825_TC21	SLC6A4
cg00386645_TC21	SLC6A4
cg03465955_BC21	SLC6A4
cg27641908_BC21	SLC6A4
cg04557871_BC21	SLC6A4
cg22315577_TC21	SLC6A4
cg22395754_TC21	SLC6A4
cg08743901_BC21	SLC6A4
cg14312898_BC21	SLC6A4
cg03829016_TC21	SLC6A4
cg22395263_BC21	SLC6A4
